frame,J0_x,J0_y,J0_z,J1_x,J1_y,J1_z,J2_x,J2_y,J2_z,J3_x,J3_y,J3_z,J4_x,J4_y,J4_z,J5_x,J5_y,J5_z,J6_x,J6_y,J6_z,J7_x,J7_y,J7_z,J8_x,J8_y,J8_z,J9_x,J9_y,J9_z,J10_x,J10_y,J10_z,J11_x,J11_y,J11_z,J12_x,J12_y,J12_z,J13_x,J13_y,J13_z,J14_x,J14_y,J14_z,J15_x,J15_y,J15_z,J16_x,J16_y,J16_z,J17_x,J17_y,J17_z,J18_x,J18_y,J18_z,J19_x,J19_y,J19_z,J20_x,J20_y,J20_z,J21_x,J21_y,J21_z,J22_x,J22_y,J22_z,J23_x,J23_y,J23_z,J24_x,J24_y,J24_z
691,-0.014032,0.142859,1.040050,-0.030533,0.275270,1.027400,-0.098477,0.260183,0.542571,-0.146735,0.247414,0.063923,0.002200,0.010241,1.050730,-0.047048,0.003678,0.563450,-0.126429,-0.015506,0.089186,-0.102725,0.144216,1.297920,-0.086457,0.152618,1.549930,-0.022904,0.153534,1.667020,-0.059090,0.153304,1.776180,-0.108986,0.295930,1.482250,0.006951,0.394754,1.232710,0.185382,0.404953,1.415350,-0.065191,0.005223,1.491200,0.025136,-0.085279,1.228280,0.202267,-0.080668,1.412400,0.013554,0.273621,0.036990,0.087121,0.285922,0.029142,0.033094,-0.009239,0.048964,0.105532,-0.006230,0.029764,0.137644,0.492114,1.426490,0.265299,0.442750,1.462090,0.175641,-0.175119,1.431640,0.333591,-0.112512,1.437830
692,-0.012973,0.142985,1.039890,-0.029282,0.275422,1.027260,-0.097906,0.260290,0.542523,-0.146738,0.247476,0.063935,0.003063,0.010342,1.050560,-0.046703,0.003705,0.563335,-0.126445,-0.015440,0.089130,-0.101110,0.144249,1.297950,-0.084588,0.153021,1.549930,-0.021009,0.153616,1.667020,-0.057319,0.153121,1.776130,-0.106612,0.296483,1.482400,0.010967,0.394826,1.233450,0.178876,0.398023,1.426050,-0.063757,0.005589,1.491150,0.028720,-0.085947,1.229330,0.195113,-0.076479,1.423040,0.013555,0.273632,0.036974,0.087126,0.285912,0.029134,0.033090,-0.009228,0.048949,0.105540,-0.006248,0.029787,0.130523,0.485143,1.434540,0.256014,0.435848,1.477220,0.167427,-0.170795,1.441430,0.324342,-0.107546,1.458270
693,-0.011872,0.143080,1.039770,-0.028063,0.275531,1.027130,-0.097196,0.260354,0.542469,-0.146758,0.247454,0.063957,0.004047,0.010423,1.050430,-0.046290,0.003704,0.563271,-0.126446,-0.015403,0.089134,-0.099865,0.144494,1.297870,-0.082640,0.153401,1.549800,-0.019353,0.153827,1.667040,-0.055591,0.153114,1.776180,-0.104298,0.297019,1.482490,0.014436,0.394960,1.233920,0.171167,0.391644,1.435720,-0.061795,0.006051,1.490810,0.032952,-0.087104,1.230390,0.186823,-0.072662,1.433890,0.013523,0.273624,0.036936,0.087097,0.285912,0.029140,0.033090,-0.009237,0.048945,0.105548,-0.006284,0.029814,0.123511,0.479416,1.440720,0.245690,0.428957,1.490980,0.158346,-0.166668,1.452650,0.314221,-0.102875,1.475880
694,-0.010863,0.143074,1.039640,-0.026985,0.275531,1.026980,-0.096687,0.260352,0.542397,-0.146758,0.247466,0.063938,0.004985,0.010411,1.050340,-0.045734,0.003702,0.563214,-0.126418,-0.015445,0.089168,-0.098775,0.145023,1.297770,-0.080540,0.153708,1.549640,-0.017672,0.154105,1.667110,-0.053857,0.153219,1.776260,-0.101963,0.297442,1.482500,0.017542,0.395251,1.234250,0.163226,0.385465,1.443960,-0.060173,0.006225,1.490810,0.035984,-0.088596,1.231510,0.178553,-0.068345,1.442610,0.013539,0.273606,0.036991,0.087110,0.285878,0.029127,0.033109,-0.009269,0.048949,0.105568,-0.006314,0.029818,0.116341,0.473757,1.446480,0.235086,0.421935,1.503170,0.148247,-0.161733,1.461590,0.302876,-0.098437,1.493050
695,-0.009932,0.143032,1.039540,-0.026038,0.275489,1.026850,-0.096333,0.260324,0.542356,-0.146763,0.247473,0.063934,0.005899,0.010369,1.050250,-0.045283,0.003700,0.563177,-0.126418,-0.015452,0.089208,-0.097596,0.145361,1.297750,-0.078583,0.154214,1.549550,-0.015968,0.154701,1.667150,-0.052098,0.153611,1.776320,-0.099779,0.297983,1.482410,0.020367,0.395409,1.234320,0.155144,0.379591,1.450850,-0.058362,0.006677,1.490810,0.039322,-0.089941,1.232740,0.171276,-0.064825,1.450130,0.013535,0.273617,0.036999,0.087103,0.285889,0.029114,0.033103,-0.009259,0.048968,0.105555,-0.006293,0.029814,0.109673,0.468654,1.450830,0.223996,0.414754,1.514270,0.140497,-0.158366,1.467530,0.292178,-0.093669,1.508920
696,-0.009177,0.143064,1.039400,-0.025415,0.275509,1.026770,-0.096026,0.260302,0.542322,-0.146780,0.247412,0.063936,0.006786,0.010412,1.050070,-0.044522,0.003761,0.563004,-0.126401,-0.015614,0.089173,-0.096398,0.145689,1.297760,-0.076696,0.154598,1.549510,-0.014018,0.155325,1.667080,-0.050282,0.154193,1.776200,-0.097707,0.298385,1.482350,0.022853,0.395496,1.234340,0.146743,0.373792,1.456780,-0.056827,0.007085,1.490590,0.042651,-0.091285,1.233870,0.164080,-0.061625,1.456750,0.013508,0.273601,0.036982,0.087077,0.285894,0.029139,0.033122,-0.009300,0.048959,0.105567,-0.006273,0.029786,0.102349,0.463376,1.454790,0.212628,0.407931,1.523810,0.132871,-0.155312,1.472520,0.280767,-0.089164,1.524070
697,-0.008393,0.142990,1.039280,-0.024720,0.275425,1.026660,-0.095757,0.260201,0.542270,-0.146757,0.247322,0.063910,0.007658,0.010348,1.049930,-0.043937,0.003766,0.562896,-0.126381,-0.015710,0.089167,-0.095320,0.145995,1.297730,-0.074790,0.154825,1.549420,-0.012140,0.155889,1.666990,-0.048479,0.154909,1.776100,-0.095483,0.298673,1.482290,0.025000,0.395348,1.234070,0.137981,0.368137,1.461650,-0.055238,0.007338,1.490330,0.046016,-0.092474,1.234860,0.156218,-0.057916,1.462810,0.013523,0.273584,0.036981,0.087088,0.285907,0.029146,0.033131,-0.009304,0.048922,0.105591,-0.006248,0.029812,0.094504,0.458096,1.457510,0.200693,0.401676,1.531950,0.123524,-0.151231,1.477750,0.268673,-0.085437,1.536990
698,-0.007731,0.142851,1.039270,-0.024121,0.275277,1.026630,-0.095621,0.260063,0.542308,-0.146747,0.247250,0.063959,0.008382,0.010217,1.049940,-0.043414,0.003787,0.562921,-0.126373,-0.015748,0.089284,-0.095685,0.146667,1.297360,-0.072827,0.155251,1.548850,-0.010622,0.156382,1.666670,-0.046792,0.155677,1.775830,-0.093351,0.299323,1.482160,0.027035,0.395252,1.233600,0.128812,0.362552,1.465700,-0.053448,0.007606,1.490100,0.049328,-0.093335,1.235690,0.148433,-0.054555,1.468010,0.013511,0.273579,0.036957,0.087075,0.285933,0.029170,0.033125,-0.009293,0.048996,0.105568,-0.006207,0.029824,0.085079,0.452339,1.460630,0.188464,0.395728,1.538780,0.114816,-0.147719,1.481800,0.256321,-0.081512,1.548880
699,-0.006873,0.142759,1.038990,-0.023328,0.275172,1.026310,-0.095678,0.259951,0.542115,-0.146776,0.247245,0.063760,0.009303,0.010137,1.049710,-0.043052,0.003740,0.562757,-0.126417,-0.015747,0.089189,-0.093609,0.146953,1.297490,-0.070560,0.155518,1.548970,-0.008431,0.156889,1.666820,-0.044813,0.156419,1.775910,-0.091054,0.299499,1.482070,0.028604,0.394909,1.232960,0.119732,0.357311,1.468710,-0.051922,0.007846,1.490050,0.052258,-0.093980,1.236560,0.141154,-0.051645,1.472370,0.013505,0.273583,0.036910,0.087076,0.285940,0.029187,0.033106,-0.009293,0.048993,0.105548,-0.006200,0.029821,0.076735,0.447307,1.461500,0.175925,0.390242,1.544600,0.106821,-0.144693,1.485140,0.243766,-0.077449,1.560180
700,-0.006116,0.142694,1.038820,-0.022540,0.275108,1.026090,-0.095690,0.259885,0.542022,-0.146828,0.247267,0.063669,0.010028,0.010072,1.049580,-0.042774,0.003670,0.562669,-0.126403,-0.015814,0.089148,-0.092456,0.146954,1.297450,-0.068400,0.155693,1.548830,-0.006598,0.157219,1.666850,-0.043016,0.157096,1.775930,-0.089017,0.299640,1.481890,0.030120,0.394460,1.232300,0.110675,0.352138,1.471090,-0.050355,0.008039,1.489680,0.055648,-0.094338,1.237170,0.134341,-0.049784,1.476170,0.013472,0.273597,0.036924,0.087043,0.285950,0.029187,0.033118,-0.009307,0.048959,0.105570,-0.006196,0.029826,0.068153,0.442140,1.461520,0.163484,0.385393,1.549220,0.104109,-0.144683,1.485120,0.232609,-0.072270,1.569680
701,-0.005387,0.142642,1.038600,-0.021758,0.275060,1.025860,-0.095570,0.259799,0.541888,-0.146848,0.247239,0.063548,0.010700,0.010015,1.049390,-0.042714,0.003538,0.562546,-0.126458,-0.015816,0.089040,-0.091591,0.147332,1.297270,-0.066335,0.155481,1.548550,-0.004806,0.157555,1.666710,-0.041261,0.157638,1.775780,-0.086893,0.299380,1.481490,0.031482,0.394148,1.231530,0.101802,0.347314,1.472690,-0.048716,0.007855,1.489200,0.058983,-0.094668,1.237480,0.126007,-0.046754,1.479370,0.013478,0.273579,0.036971,0.087049,0.285933,0.029247,0.033093,-0.009307,0.048967,0.105544,-0.006185,0.029835,0.059865,0.437291,1.460630,0.151016,0.381011,1.552960,0.093787,-0.140942,1.488880,0.218723,-0.068448,1.578560
702,-0.004635,0.142641,1.038370,-0.020977,0.275060,1.025600,-0.095548,0.259737,0.541753,-0.146884,0.247194,0.063419,0.011422,0.010011,1.049170,-0.042788,0.003361,0.562423,-0.126521,-0.015831,0.088908,-0.090438,0.147552,1.297170,-0.064359,0.155585,1.548370,-0.003002,0.157750,1.666610,-0.039696,0.158064,1.775600,-0.084893,0.299396,1.481120,0.032763,0.393758,1.230660,0.092660,0.342709,1.473770,-0.047293,0.007971,1.488830,0.062289,-0.094316,1.237820,0.118629,-0.045000,1.482140,0.013460,0.273565,0.036974,0.087030,0.285930,0.029265,0.033061,-0.009306,0.048962,0.105521,-0.006172,0.029865,0.051412,0.432638,1.459230,0.138685,0.377052,1.555640,0.088686,-0.140033,1.490630,0.207374,-0.063722,1.585480
703,-0.003922,0.142663,1.038120,-0.020181,0.275091,1.025330,-0.095688,0.259660,0.541626,-0.146911,0.247132,0.063279,0.012050,0.010026,1.048940,-0.042821,0.003160,0.562271,-0.126555,-0.015847,0.088749,-0.089506,0.147562,1.296990,-0.062608,0.155628,1.548100,-0.001242,0.157882,1.666340,-0.038214,0.158362,1.775230,-0.082952,0.299332,1.480560,0.035001,0.392912,1.229950,0.083751,0.338537,1.474820,-0.045884,0.008101,1.488250,0.065777,-0.093979,1.238070,0.110898,-0.042994,1.484370,0.013440,0.273557,0.036939,0.087016,0.285945,0.029314,0.033062,-0.009297,0.048944,0.105529,-0.006146,0.029878,0.042914,0.428224,1.457840,0.126762,0.373857,1.557910,0.080338,-0.137765,1.493560,0.195917,-0.060058,1.591080
704,-0.003319,0.142673,1.037930,-0.019518,0.275103,1.025090,-0.095810,0.259583,0.541509,-0.146939,0.247070,0.063153,0.012589,0.010032,1.048800,-0.043300,0.002913,0.562250,-0.126633,-0.015926,0.088651,-0.089156,0.147404,1.296720,-0.061278,0.156348,1.547690,0.000033,0.157884,1.665970,-0.036976,0.158567,1.774850,-0.081814,0.300130,1.480380,0.036640,0.392638,1.229600,0.075277,0.335058,1.475550,-0.044750,0.008898,1.487590,0.069553,-0.093100,1.238580,0.102299,-0.040943,1.486580,0.013411,0.273572,0.036885,0.086996,0.285997,0.029401,0.033007,-0.009320,0.048947,0.105481,-0.006139,0.029912,0.035143,0.424590,1.456230,0.115062,0.371099,1.559920,0.070999,-0.135453,1.495970,0.186299,-0.058089,1.594080
705,-0.002506,0.142732,1.037560,-0.018535,0.275181,1.024700,-0.096120,0.259534,0.541336,-0.146965,0.247074,0.062948,0.013231,0.010072,1.048460,-0.043536,0.002663,0.562011,-0.126675,-0.015986,0.088370,-0.087173,0.146594,1.296750,-0.059489,0.156406,1.547720,0.001789,0.157897,1.666010,-0.035708,0.158633,1.774720,-0.080308,0.299983,1.480050,0.038833,0.392417,1.229580,0.068001,0.332257,1.476210,-0.044590,0.008977,1.487140,0.072966,-0.092224,1.239320,0.095682,-0.039684,1.488360,0.013427,0.273544,0.036900,0.087015,0.285952,0.029433,0.033028,-0.009345,0.048929,0.105513,-0.006133,0.029940,0.028713,0.421604,1.454450,0.103872,0.368938,1.562050,0.064193,-0.134143,1.497640,0.177968,-0.056422,1.597240
706,-0.001967,0.142759,1.037360,-0.017915,0.275215,1.024470,-0.096318,0.259536,0.541242,-0.147014,0.247144,0.062836,0.013680,0.010090,1.048280,-0.043897,0.002415,0.561932,-0.126745,-0.016063,0.088234,-0.086660,0.146816,1.296540,-0.059459,0.156566,1.547560,0.002101,0.157725,1.665710,-0.035188,0.158677,1.774490,-0.079182,0.300276,1.479850,0.041576,0.392281,1.229990,0.061278,0.330423,1.477140,-0.045125,0.009125,1.486880,0.075482,-0.091880,1.240440,0.091353,-0.039073,1.489960,0.013412,0.273549,0.036937,0.087007,0.285931,0.029489,0.032975,-0.009363,0.048875,0.105484,-0.006134,0.029980,0.022871,0.419592,1.453180,0.093612,0.367715,1.564110,0.058348,-0.132971,1.499640,0.170090,-0.055243,1.601520
707,-0.001222,0.142846,1.037150,-0.017146,0.275298,1.024190,-0.096503,0.259526,0.541112,-0.147021,0.247167,0.062687,0.014396,0.010180,1.048140,-0.044499,0.002106,0.561958,-0.126757,-0.015978,0.088141,-0.086016,0.147037,1.296290,-0.060003,0.156914,1.547430,0.001974,0.157557,1.665370,-0.035047,0.158677,1.774240,-0.078811,0.300661,1.479540,0.044778,0.392139,1.230870,0.056072,0.329705,1.478400,-0.046243,0.009412,1.486770,0.077522,-0.092072,1.242100,0.088652,-0.038941,1.491800,0.013428,0.273560,0.036917,0.087028,0.285936,0.029504,0.032993,-0.009340,0.048891,0.105504,-0.006131,0.030002,0.018038,0.418609,1.452920,0.084492,0.367162,1.566660,0.054765,-0.132601,1.500710,0.164486,-0.055586,1.605290
708,-0.000365,0.142918,1.036880,-0.016254,0.275373,1.023920,-0.096795,0.259485,0.541042,-0.147011,0.247207,0.062583,0.015211,0.010248,1.047890,-0.044991,0.001803,0.561869,-0.126812,-0.015926,0.087963,-0.085478,0.147152,1.295920,-0.060569,0.157230,1.547160,0.001429,0.157430,1.665090,-0.035397,0.158617,1.774030,-0.078887,0.300978,1.479140,0.048392,0.391925,1.232150,0.052505,0.330525,1.480160,-0.047426,0.009585,1.486710,0.078962,-0.092876,1.243800,0.087124,-0.038946,1.493450,0.013453,0.273577,0.036883,0.087058,0.285944,0.029511,0.032970,-0.009335,0.048836,0.105504,-0.006153,0.030032,0.014853,0.419321,1.453750,0.077103,0.367595,1.569720,0.049679,-0.131288,1.501860,0.159828,-0.057937,1.608600
709,0.000334,0.142995,1.036700,-0.015607,0.275445,1.023750,-0.097100,0.259418,0.541038,-0.147024,0.247174,0.062547,0.015956,0.010329,1.047700,-0.045545,0.001525,0.561851,-0.126928,-0.015840,0.087856,-0.085060,0.147141,1.295650,-0.062472,0.157341,1.547110,0.000072,0.157521,1.664750,-0.036396,0.158615,1.773810,-0.079698,0.301038,1.478690,0.052052,0.392124,1.234110,0.050468,0.332139,1.482500,-0.048785,0.009620,1.486960,0.080148,-0.093675,1.245750,0.086469,-0.039267,1.495350,0.013438,0.273581,0.036867,0.087044,0.285965,0.029533,0.032898,-0.009328,0.048893,0.105429,-0.006165,0.030074,0.012247,0.420458,1.455320,0.071558,0.369113,1.572990,0.046974,-0.130903,1.501900,0.158280,-0.061992,1.610380
710,0.001060,0.143082,1.036530,-0.014982,0.275519,1.023560,-0.097417,0.259330,0.541013,-0.147028,0.247130,0.062488,0.016781,0.010430,1.047530,-0.045923,0.001279,0.561847,-0.127029,-0.015841,0.087796,-0.084832,0.147256,1.295310,-0.064462,0.157811,1.546940,-0.001912,0.157367,1.664580,-0.037978,0.158533,1.773770,-0.081260,0.301512,1.478430,0.055422,0.393004,1.236720,0.049140,0.333829,1.485220,-0.050433,0.009882,1.487390,0.081129,-0.094066,1.247880,0.086039,-0.039639,1.497510,0.013440,0.273567,0.036878,0.087044,0.285962,0.029545,0.032807,-0.009338,0.048877,0.105352,-0.006185,0.030108,0.010662,0.421674,1.456890,0.068507,0.371525,1.575800,0.044229,-0.130349,1.502360,0.158067,-0.066740,1.611450
711,0.001601,0.143138,1.036390,-0.014538,0.275561,1.023400,-0.097576,0.259267,0.540961,-0.147036,0.247088,0.062420,0.017420,0.010498,1.047410,-0.045937,0.001179,0.561811,-0.126998,-0.015855,0.087749,-0.084531,0.147274,1.295090,-0.066131,0.158288,1.546850,-0.003768,0.157615,1.664590,-0.039808,0.158596,1.773790,-0.082902,0.301954,1.478260,0.058062,0.394426,1.239400,0.048258,0.335659,1.487890,-0.051592,0.010173,1.487890,0.081930,-0.093964,1.249550,0.086983,-0.040488,1.499380,0.013438,0.273559,0.036889,0.087038,0.285964,0.029528,0.032846,-0.009340,0.048861,0.105393,-0.006179,0.030101,0.008511,0.422712,1.458870,0.067307,0.374418,1.578080,0.041262,-0.129318,1.503720,0.157106,-0.070991,1.613650
712,0.002022,0.143178,1.036330,-0.014275,0.275582,1.023350,-0.097380,0.259284,0.540927,-0.147035,0.247076,0.062407,0.018001,0.010556,1.047340,-0.045707,0.001209,0.561790,-0.127003,-0.015888,0.087771,-0.084252,0.147170,1.294980,-0.068076,0.158608,1.546880,-0.005696,0.157798,1.664610,-0.041754,0.158634,1.773810,-0.084603,0.302451,1.478600,0.059648,0.396000,1.242140,0.048319,0.337208,1.490560,-0.052868,0.010454,1.488180,0.083060,-0.093311,1.251050,0.088103,-0.041722,1.501270,0.013431,0.273569,0.036847,0.087033,0.285985,0.029524,0.032834,-0.009332,0.048864,0.105376,-0.006151,0.030085,0.007278,0.423427,1.460860,0.067076,0.377060,1.580340,0.041810,-0.130313,1.504170,0.158100,-0.074582,1.614970
713,0.002358,0.143185,1.036360,-0.014059,0.275578,1.023420,-0.096900,0.259341,0.540944,-0.147029,0.247067,0.062476,0.018460,0.010575,1.047330,-0.045021,0.001388,0.561746,-0.126992,-0.015949,0.087851,-0.084052,0.146948,1.294970,-0.069826,0.158881,1.546960,-0.007609,0.158073,1.664770,-0.043814,0.158746,1.773920,-0.086391,0.302830,1.478920,0.060587,0.397496,1.244580,0.049078,0.338719,1.493000,-0.053779,0.010815,1.488270,0.084449,-0.092427,1.252240,0.088715,-0.042688,1.502850,0.013427,0.273571,0.036861,0.087027,0.285992,0.029521,0.032817,-0.009333,0.048840,0.105367,-0.006141,0.030096,0.007192,0.424342,1.462760,0.067813,0.379451,1.582390,0.040171,-0.130072,1.505580,0.158842,-0.078120,1.615690
714,0.002623,0.143156,1.036430,-0.013880,0.275540,1.023490,-0.096425,0.259408,0.540966,-0.147025,0.247139,0.062546,0.018816,0.010558,1.047400,-0.044185,0.001630,0.561752,-0.126922,-0.016010,0.088002,-0.084193,0.147443,1.294900,-0.071232,0.158763,1.546990,-0.009371,0.157871,1.664990,-0.045890,0.158689,1.774030,-0.087657,0.302828,1.479160,0.061173,0.398694,1.246480,0.050136,0.340141,1.494980,-0.054672,0.010725,1.488370,0.086084,-0.091457,1.253370,0.088750,-0.043245,1.504300,0.013436,0.273566,0.036882,0.087039,0.285958,0.029530,0.032862,-0.009354,0.048892,0.105390,-0.006137,0.030070,0.007293,0.425183,1.464440,0.069129,0.381656,1.583950,0.040306,-0.130707,1.506220,0.160538,-0.080569,1.615480
715,0.002773,0.143147,1.036520,-0.013762,0.275525,1.023570,-0.095948,0.259493,0.540974,-0.147029,0.247197,0.062606,0.019002,0.010554,1.047510,-0.043161,0.001972,0.561739,-0.126839,-0.016115,0.088171,-0.084570,0.148272,1.294800,-0.072503,0.158648,1.546970,-0.011038,0.157995,1.665180,-0.047900,0.158742,1.774110,-0.088564,0.302748,1.479120,0.061401,0.399423,1.247520,0.051243,0.341452,1.496180,-0.055181,0.010711,1.488310,0.087344,-0.090544,1.253980,0.089625,-0.044019,1.505230,0.013432,0.273578,0.036893,0.087034,0.285950,0.029499,0.032903,-0.009353,0.048909,0.105424,-0.006097,0.030066,0.007415,0.426007,1.465690,0.070918,0.383574,1.584720,0.041190,-0.131487,1.507050,0.161361,-0.081434,1.616410
716,0.002953,0.143226,1.036540,-0.013601,0.275599,1.023570,-0.095522,0.259583,0.540931,-0.147049,0.247216,0.062613,0.019204,0.010637,1.047550,-0.042261,0.002295,0.561687,-0.126763,-0.016214,0.088282,-0.084903,0.148277,1.294650,-0.073140,0.158556,1.546840,-0.012406,0.157835,1.665420,-0.049779,0.158551,1.774180,-0.089137,0.302717,1.479110,0.061150,0.399440,1.247730,0.052188,0.342611,1.496700,-0.055597,0.010633,1.488210,0.088397,-0.089968,1.254500,0.090038,-0.044227,1.505900,0.013405,0.273597,0.036859,0.087009,0.285969,0.029487,0.032958,-0.009366,0.048946,0.105454,-0.006059,0.030019,0.007383,0.426887,1.466870,0.073019,0.384906,1.584890,0.041892,-0.131861,1.507420,0.162536,-0.082135,1.616410
717,0.003059,0.143361,1.036570,-0.013496,0.275736,1.023610,-0.095219,0.259711,0.540941,-0.147060,0.247276,0.062659,0.019315,0.010771,1.047560,-0.041642,0.002550,0.561631,-0.126708,-0.016286,0.088339,-0.085088,0.147903,1.294580,-0.073650,0.158767,1.546770,-0.013527,0.158023,1.665660,-0.051566,0.158521,1.774190,-0.089856,0.302847,1.478910,0.060313,0.399223,1.247310,0.053403,0.343921,1.496690,-0.055601,0.010932,1.488070,0.089007,-0.089541,1.254680,0.090411,-0.044190,1.506160,0.013398,0.273599,0.036870,0.087003,0.285946,0.029468,0.032993,-0.009387,0.048934,0.105485,-0.006060,0.029991,0.008936,0.428536,1.467320,0.075320,0.386003,1.584720,0.043560,-0.132535,1.506500,0.162656,-0.082073,1.616840
718,0.003229,0.143535,1.036560,-0.013293,0.275916,1.023620,-0.095006,0.259826,0.540948,-0.147054,0.247323,0.062690,0.019453,0.010941,1.047540,-0.041255,0.002743,0.561585,-0.126675,-0.016312,0.088367,-0.085303,0.147636,1.294450,-0.073945,0.158777,1.546630,-0.014412,0.157898,1.665820,-0.053129,0.158244,1.774110,-0.090271,0.302765,1.478610,0.059167,0.399231,1.246570,0.055068,0.344943,1.496240,-0.055592,0.010983,1.487920,0.089687,-0.089223,1.254840,0.090331,-0.044026,1.506340,0.013412,0.273600,0.036907,0.087018,0.285928,0.029473,0.033016,-0.009379,0.048927,0.105513,-0.006044,0.030004,0.010059,0.429662,1.468010,0.078036,0.386477,1.584260,0.044120,-0.132706,1.507020,0.164735,-0.081960,1.615570
719,0.003459,0.143639,1.036510,-0.013028,0.276024,1.023570,-0.094937,0.259894,0.540933,-0.147056,0.247348,0.062684,0.019651,0.011040,1.047490,-0.041117,0.002803,0.561537,-0.126674,-0.016282,0.088344,-0.085484,0.147702,1.294260,-0.074075,0.158686,1.546440,-0.015078,0.157986,1.665900,-0.054283,0.158219,1.774010,-0.090442,0.302598,1.478270,0.058167,0.399259,1.245780,0.056301,0.345481,1.495590,-0.055672,0.010884,1.487770,0.090061,-0.088917,1.254790,0.090361,-0.044111,1.506370,0.013417,0.273607,0.036921,0.087022,0.285927,0.029468,0.033024,-0.009371,0.048931,0.105519,-0.006042,0.030000,0.012372,0.430828,1.467550,0.079482,0.386405,1.583840,0.045265,-0.133364,1.506910,0.165556,-0.081444,1.615260
720,0.003672,0.143796,1.036440,-0.012770,0.276187,1.023500,-0.094908,0.259980,0.540903,-0.147079,0.247367,0.062661,0.019821,0.011192,1.047420,-0.041112,0.002865,0.561489,-0.126711,-0.016280,0.088306,-0.085676,0.148023,1.294050,-0.074513,0.158754,1.546250,-0.016015,0.157896,1.665950,-0.055788,0.158041,1.773850,-0.090784,0.302535,1.477780,0.056608,0.399608,1.244690,0.057895,0.345774,1.494490,-0.055951,0.010944,1.487650,0.090210,-0.088807,1.254920,0.091357,-0.044549,1.506590,0.013393,0.273618,0.036887,0.087003,0.285936,0.029474,0.032997,-0.009395,0.048927,0.105529,-0.006100,0.030131,0.014126,0.431477,1.467300,0.082334,0.386216,1.582620,0.048180,-0.134743,1.507470,0.168438,-0.080398,1.614660
721,0.003911,0.143973,1.036350,-0.012462,0.276370,1.023390,-0.094984,0.260041,0.540860,-0.147087,0.247348,0.062613,0.019992,0.011363,1.047350,-0.041241,0.002875,0.561467,-0.126709,-0.016232,0.088259,-0.085791,0.147884,1.293840,-0.074831,0.158720,1.546050,-0.016747,0.157931,1.665950,-0.056947,0.157989,1.773700,-0.090954,0.302419,1.477370,0.055498,0.399605,1.243740,0.059626,0.345950,1.493540,-0.056291,0.010935,1.487380,0.090367,-0.088757,1.254930,0.092509,-0.045222,1.506720,0.013391,0.273615,0.036892,0.086998,0.285939,0.029474,0.033018,-0.009385,0.048952,0.105544,-0.006096,0.030131,0.016132,0.431935,1.466810,0.085519,0.386329,1.581290,0.050778,-0.136094,1.507590,0.170605,-0.080064,1.614400
